vor_id,ident,region,lonx,laty
3338,TNT,RJ,139.39949167,35.71656667
3339,TOE,RJ,137.19111111,36.65218889
3340,TQT,RJ,131.035825,33.68822778
3341,TRE,RJ,134.16488611,35.5273
3342,TSC,RJ,134.60861111,34.12972222
3343,TZT,RJ,133.95384167,34.32617222
3344,UBE,RJ,131.28353056,33.93562778
3345,UWE,RJ,140.18693611,39.61712778
3346,VCE,RJ,129.33701111,34.28150833
3347,VCT,RJ,129.28333333,34.13
3348,WKE,RJ,141.80564722,45.40735833
3349,WMT,RJ,140.08484167,41.43536944
3350,XAC,RJ,139.41401667,34.71225278
3351,XMT,RJ,136.957425,34.70459444
3352,XZE,RJ,132.89237222,35.41723889
3353,YKE,RJ,130.66271667,30.37944722
3354,YLT,RJ,139.41516111,35.83966111
3355,YME,RJ,135.13702222,35.48069167
3356,YOE,RJ,135.59370556,34.59845833
3357,YOK,RJ,139.35026389,35.748975
3358,YSE,RJ,139.79930833,38.81078056
3359,YTE,RJ,140.35795278,38.38862222
3360,YVE,RJ,133.23252778,35.49343611
3361,YZT,RJ,138.29583333,34.81444444
3362,ZMO,RJ,140.3358,38.19000278
3363,ZYT,RJ,141.67361111,42.76444444
3364,ZZT,RJ,140.41366944,36.18783889
3365,CHJ,RK,127.495,36.71
3366,CHO,RK,127.49408333,36.71802778
3367,CJU,RK,126.62411111,33.38461111
3368,CUN,RK,128.32541667,36.63202778
3369,DOC,RK,128.64138889,35.90377778
3370,HGS,RK,127.97505556,37.47580556
3371,JDG,RK,126.71447222,33.39216667
3372,JWN,RK,127.89191944,37.03308889
3373,KAE,RK,128.75375,37.70075
3374,KAN,RK,128.95166667,37.75833333
3375,KHE,RK,128.94944444,35.18083333
3376,KIP,RK,126.79202778,37.55752778
3377,KMH,RK,128.93561111,35.19913889
3378,KPO,RK,129.47452778,35.97719444
3379,KSM,RK,127.11155556,37.44841667
3380,KUZ,RK,126.61136111,35.91036111
3381,KWA,RK,126.81222222,35.12616667
3382,KWJ,RK,126.80055556,35.12027778
3383,MUN,RK,126.38333333,34.97019444
3384,NCN,RK,126.43033333,37.49491667
3385,NPH,RK,129.40883333,35.98636111
3386,PSN,RK,128.99944444,35.1225
3387,PTK,RK,127.02081667,36.96784722
3388,SAC,RK,128.07630556,35.09775
3389,SAN,RK,126.48183056,36.70897778
3390,SCH,RK,128.60111111,38.14777778
3391,SCN,RK,128.07833333,35.09833333
3392,SEL,RK,126.92836111,37.41361111
3393,SOL,RK,127.11155556,37.44841667
3394,SOT,RK,127.03166389,37.09436111
3395,SWN,RK,127.00146944,37.23990833
3396,TAG,RK,128.64195,35.89799167
3397,TGU,RK,128.59077778,35.80983333
3398,UJN,RK,129.45747222,36.77644444
3399,USN,RK,129.35327778,35.5985
3400,WNG,RK,126.44997222,37.43294444
3401,WNJ,RK,127.96211111,37.43180556
3402,YAG,RK,128.66147222,38.06333333
3403,YCN,RK,128.36666667,36.635
3404,YDM,RK,126.48758333,33.51147222
3405,YJU,RK,126.99111111,37.74805556
3406,YSU,RK,127.61894444,34.84283333
3407,ALT,RO,129.5834,28.44347222
3408,AME,RO,129.71140833,28.43471667
3409,IGE,RO,124.23795278,24.39601111
3410,KAD,RO,127.76854167,26.35670833
3411,KXC,RO,126.72206389,26.37186944
3412,MDE,RO,131.26378889,25.85448333
3413,MJC,RO,125.29340833,24.77739167
3414,NFO,RO,127.74304167,26.26888333
3415,NHC,RO,127.64286667,26.20853056
3416,ONC,RO,128.69896389,27.43288333
3417,RME,RO,124.67382222,24.65065556
3418,SJE,RO,125.14380556,24.82193333
3419,TIT,RO,127.80108889,26.16066667
3420,YNE,RO,122.99773889,24.46492222
3421,YRE,RO,128.398025,27.044375
3422,BCD,RP,123.02053611,10.77528333
3423,BN,RP,125.48640278,8.95534722
3424,BS,RP,121.97447222,20.44948333
3425,CAB,RP,121.02429722,15.48226944
3426,CAT,RP,121.95363333,11.92450556
3427,CGO,RP,124.60915278,8.41568611
3428,CIA,RP,120.56063056,15.18688889
3429,COT,RP,124.20833333,7.16666667
3430,CUY,RP,121.74808889,16.93160278
3431,DAO,RP,125.65397778,7.13124444
3432,DGT,RP,123.30640556,9.33366111
3433,GSA,RP,125.09218611,6.07567222
3434,IOO,RP,122.49209444,10.83539444
3435,JOM,RP,122.32998056,14.70487222
3436,KLO,RP,122.38328056,11.68355278
3437,LAO,RP,120.52906944,18.17880556
3438,LBG,RP,120.107075,13.854125
3439,LGD,RP,124.45228056,8.61358333
3440,LIP,RP,121.12669722,13.95621111
3441,LP,RP,123.72795,13.15154444
3442,MBT,RP,123.63051389,12.36922778
3443,MCT,RP,123.98829722,10.31356667
3444,MIA,RP,121.02173611,14.50797222
3445,NGA,RP,123.26954167,13.58221944
3446,PR,RP,118.75294167,9.74132778
3447,PRD,RP,120.63333333,18.4
3448,ROX,RP,122.75511944,11.596925
3449,RXT,RP,122.75,11.6
3450,SAJ,RP,121.04308056,12.36031389
3451,SAN,RP,120.35810833,16.728375
3452,SBA,RP,120.22507222,14.76960833
3453,TAC,RP,125.02599167,11.23198889
3454,TUG,RP,121.73644722,17.63331111
3455,ZAM,RP,122.05548333,6.92469444
3456,IRJ,S1,-58.9825,-62.19083333
3457,MBI,S1,-56.62,-64.23472222
3458,BAR,SA,-71.18902778,-41.14025
3459,BCA,SA,-62.15836111,-38.71992778
3460,CAT,SA,-65.74666667,-28.58361111
3461,CBA,SA,-64.20369444,-31.31322222
3462,CHP,SA,-71.09527778,-40.04888889
3463,CRR,SA,-58.76177778,-27.43733333
3464,CRV,SA,-67.37161111,-45.77330556
3465,DIL,SA,-59.22944444,-37.225
3466,DOZ,SA,-68.79080556,-32.83183333
3467,DRY,SA,-65.10083333,-42.76
3468,ECA,SA,-72.04555556,-50.27833333
3469,ENO,SA,-58.79055556,-34.56277778
3470,ERE,SA,-61.92527778,-29.87333333
3471,ESQ,SA,-71.10027778,-42.88722222
3472,EZE,SA,-58.53530556,-34.82405556
3473,FDO,SA,-58.58408333,-34.45141667
3474,FSA,SA,-58.22469444,-26.21027778
3475,GAL,SA,-69.33022222,-51.611
3476,GBE,SA,-58.46472222,-35.75083333
3477,GPI,SA,-63.75083333,-35.69277778
3478,GRA,SA,-67.74569444,-53.77525
3479,GUA,SA,-58.61416667,-33.00972222
3480,IGU,SA,-54.48569444,-25.7345
3481,ITA,SA,-60.54388889,-24.73611111
3482,ITO,SA,-67.44138889,-29.21194444
3483,JUA,SA,-68.421425,-31.56385833
3484,JUJ,SA,-65.09280833,-24.3935
3485,LAR,SA,-66.80361111,-29.38861111
3486,LYE,SA,-63.36083333,-34.14138889
3487,MCS,SA,-57.63833333,-30.26666667
3488,MDP,SA,-57.57644444,-37.92983333
3489,MJZ,SA,-62.16111111,-32.68611111
3490,MLG,SA,-69.57861111,-35.48611111
3491,MTQ,SA,-62.8675,-25.74944444
3492,NEU,SA,-68.15472222,-38.95038889
3493,NIN,SA,-60.93388889,-34.54111111
3494,OEL,SA,-65.60916667,-39.2825
3495,OSA,SA,-64.27277778,-36.58372222
3496,PAL,SA,-58.61388889,-34.61166667
3497,PAR,SA,-60.48446111,-31.80836111
3498,PDI,SA,-57.27555556,-35.34527778
3499,POS,SA,-55.96905556,-27.38558333
3500,PTA,SA,-57.89833333,-34.97583333
3501,ROS,SA,-60.78136111,-32.90502778
3502,RTA,SA,-59.6825,-29.20861111
3503,RYD,SA,-65.38111111,-33.72861111
3504,SAL,SA,-65.48391667,-24.85227778
3505,SDE,SA,-64.31808056,-27.77911389
3506,SIS,SA,-59.05711111,-27.44691667
3507,SJU,SA,-67.81277778,-49.30972222
3508,SNT,SA,-59.44138889,-34.22222222
3509,SRA,SA,-68.39472222,-34.58944444
3510,SRC,SA,-65.18333333,-32.37361111
3511,TRC,SA,-64.26505556,-33.09227778
3512,TRE,SA,-65.24725833,-43.20250278
3513,TRH,SA,-64.93361111,-27.49666667
3514,TUC,SA,-65.10851667,-26.84571944
3515,UIS,SA,-66.36083333,-33.26944444
3516,USU,SA,-68.28419444,-54.83794444
3517,VIE,SA,-63.00083333,-40.86722222
3518,ADA,SB,-42.09543333,-22.81281111
3519,APO,SB,-48.97908889,-16.24536667
3520,ARU,SB,-37.07737778,-10.981925
3521,ARX,SB,-47.060575,-19.68904722
3522,ATF,SB,-56.10492778,-9.86836389
3523,ATM,SB,-52.24764444,-3.24936944
3524,BAG,SB,-52.3956,-15.85352778
3525,BBC,SB,-43.76326667,-21.26486667
3526,BCO,SB,-46.38546389,-23.40642778
3527,BEL,SB,-48.47856389,-1.38435833
3528,BGC,SB,-46.56980556,-22.95145278
3529,BGE,SB,-54.10971667,-31.39071389
3530,BHZ,SB,-44.00356111,-19.83576944
3531,BRR,SB,-45.00713611,-12.07993889
3532,BSI,SB,-48.02192222,-15.87190278
3533,BVI,SB,-60.68692778,2.85211389
3534,CBO,SB,-54.96503889,-9.33132778
3535,CGO,SB,-46.65463611,-23.62746389
3536,CIA,SB,-56.11202778,-15.65609167
3537,CJS,SB,-50.00199444,-6.11964444
3538,CNA,SB,-47.45481944,-7.31873056
3539,CNF,SB,-44.04851389,-19.55821389
3540,COA,SB,-51.14595833,-29.95013889
3541,CPN,SB,-47.12904444,-23.00871667
3542,CRY,SB,-49.409775,-28.72238889
3543,CTB,SB,-49.16766389,-25.53203056
3544,CXI,SB,-43.26000833,-22.81708611
3545,CXS,SB,-51.18866667,-29.198
3546,CZS,SB,-72.77346944,-7.60679722
3547,FIG,SB,-50.97554444,-29.99817778
3548,FLN,SB,-48.54045278,-27.66991667
3549,FLZ,SB,-38.548,-3.77233333
3550,FNO,SB,-32.42932222,-3.87020278
3551,FNR,SB,-32.42993889,-3.85674444
3552,FOZ,SB,-54.50351389,-25.58320278
3553,FSA,SB,-47.34676667,-15.5557
3554,GNV,SB,-49.21111111,-16.64083333
3555,GOI,SB,-49.21541667,-16.63243333
3556,GRD,SB,-54.68878333,-20.48351389
3557,JAC,SB,-57.770525,-6.23574444
3558,JNV,SB,-48.79804444,-26.22226111
3559,LAP,SB,-43.40817222,-13.26464167
3560,LON,SB,-51.112525,-23.33951667
3561,LUZ,SB,-47.971,-16.26083333
3562,MCA,SB,-41.76899444,-22.34445
3563,MCE,SB,-35.78683333,-9.50983333
3564,MCP,SB,-51.07305833,0.05226389
3565,MIA,SB,-42.89094722,-22.967175
3566,MNS,SB,-60.05473889,-3.04003056
3567,MRB,SB,-49.13523056,-5.36815833
3568,MSS,SB,-37.36444722,-5.1973
3569,NTL,SB,-35.24866667,-5.90833333
3570,PAF,SB,-38.25281944,-9.40196111
3571,PAI,SB,-43.84056667,-22.45403056
3572,PCX,SB,-42.85742222,-22.71539444
3573,PFD,SB,-52.33371389,-28.244925
3574,PIR,SB,-47.34450278,-21.98456111
3575,PMS,SB,-48.35853056,-10.28801944
3576,PNC,SB,-48.40147778,-10.71904167
3577,POR,SB,-51.16516389,-29.995925
3578,PRI,SB,-56.77311111,-2.66728056
3579,PRR,SB,-51.42568056,-22.17268889
3580,PTL,SB,-40.561575,-9.36326111
3581,PTS,SB,-52.32744722,-31.71888333
3582,PVH,SB,-63.90347222,-8.714025
3583,RCO,SB,-67.90538056,-9.87598333
3584,RDE,SB,-46.52816667,-23.891
3585,REC,SB,-34.9273,-8.13658056
3586,RPR,SB,-47.77034722,-21.14283889
3587,SCB,SB,-47.37821944,-23.50705556
3588,SCP,SB,-45.86,-23.23316667
3589,SCR,SB,-43.72740278,-22.94962778
3590,SGA,SB,-35.36868056,-5.77181111
3591,SGC,SB,-66.98516667,-0.15059444
3592,SLI,SB,-44.23996944,-2.58924167
3593,SMA,SB,-53.71274444,-29.70976111
3594,STM,SB,-54.81756389,-2.42641944
3595,STN,SB,-46.92330833,-23.48754167
3596,SVD,SB,-38.32133333,-12.9065
3597,TFE,SB,-64.72805833,-3.38776667
3598,TNA,SB,-42.82513333,-5.06246389
3599,TRM,SB,-45.45707222,-18.20323611
3600,TRS,SB,-42.82488333,-5.06617778
3601,TUI,SB,-49.72131944,-3.80134444
3602,ULD,SB,-48.2213,-18.87661111
3603,URP,SB,-51.55875278,-20.77651667
3604,VLH,SB,-60.09524167,-12.69355556
3605,VRI,SB,-40.285,-20.26016667
3606,XPC,SB,-52.66296667,-27.13569167
3607,YTZ,SB,-47.44988333,-5.52388056
3608,AMB,SC,-70.78444444,-33.41972222
3609,ARI,SC,-70.34638889,-18.36944444
3610,BAL,SC,-71.7125,-45.91305556
3611,BQE,SC,-70.69083333,-33.56388889
3612,CAR,SC,-73.05305556,-36.75555556
3613,CHI,SC,-72.03277778,-36.58638889
3614,DAT,SC,-70.7775,-27.27944444
3615,DGO,SC,-71.61444444,-33.65722222
3616,FAG,SC,-70.44777778,-23.46694444
3617,ICO,SC,-71.21583333,-34.96777778
3618,IPA,SC,-109.40583333,-27.16388889
3619,IQQ,SC,-70.1725,-20.37472222
3620,LOA,SC,-68.87555556,-22.50194444
3621,MAD,SC,-72.42472222,-37.40666667
3622,MON,SC,-73.09194444,-41.42916667
3623,MPI,SC,-73.71361111,-42.34222222
3624,NAS,SC,-70.85361111,-53.00361111
3625,NIA,SC,-72.64380833,-38.90622778
3626,OSO,SC,-73.05388889,-40.61861111
3627,PAR,SC,-73.5225,-45.15916667
3628,PDH,SC,-70.80138889,-33.41472222
3629,PNT,SC,-72.44805556,-51.735
3630,PWL,SC,-67.62116667,-54.92961111
3631,SER,SC,-71.19694444,-29.91555556
3632,TBN,SC,-70.83722222,-32.91833333
3633,TEN,SC,-72.83722222,-42.79027778
3634,TOY,SC,-71.47361111,-30.27638889
3635,VDM,SC,-71.47388889,-32.94527778
3636,VLD,SC,-73.08555556,-39.67111111
3637,VTN,SC,-71.49611111,-32.73861111
3638,AMV,SE,-78.54627778,-1.28588889
3639,COV,SE,-76.99566667,-0.44494444
3640,CUV,SE,-78.91702778,-2.83458333
3641,ESV,SE,-79.62852778,0.97188889
3642,GLV,SE,-90.25855556,-0.46108333
3643,GYV,SE,-79.86688889,-2.12827778
3644,JUV,SE,-77.56575,-1.06019444
3645,LAV,SE,-76.85605556,0.10216667
3646,LTV,SE,-78.61716667,-0.92580556
3647,MHV,SE,-79.94416667,-3.295
3648,MNV,SE,-80.66194444,-0.93455556
3649,MSV,SE,-78.11011111,-2.25744444
3650,PAV,SE,-78.04336111,-1.51597222
3651,QIT,SE,-78.51125,-0.03847222
3652,QNV,SE,-78.36047222,0.01713889
3653,QSV,SE,-78.34380556,-0.30169444
3654,SAV,SE,-80.97091667,-2.22172222
3655,SCV,SE,-89.61913889,-0.90602778
3656,SRV,SE,-80.00944444,-3.44722222
3657,DFO,SF,-57.77754167,-51.68450278
3658,MPA,SF,-58.45693889,-51.824075
3659,MTP,SF,-58.42398056,-51.8264
3660,VAS,SG,-57.52194444,-25.24416667
3661,VES,SG,-54.85,-25.46
3662,VME,SG,-60.61972222,-22.045
3663,ABL,SK,-74.76758611,4.78381944
3664,AUC,SK,-70.73277778,7.06722222
3665,AXM,SK,-75.76560833,4.46001389
3666,BAQ,SK,-74.86027778,10.79527778
3667,BGA,SK,-73.18444444,7.13166667
3668,BOG,SK,-74.32333333,4.84666667
3669,BUN,SK,-76.995,3.825
3670,BUV,SK,-73.85861111,5.53222222
3671,CJN,SK,-72.4925,11.23055556
3672,CLO,SK,-76.40555556,3.40194444
3673,CTG,SK,-75.506075,10.20836944
3674,CUC,SK,-72.51388889,7.93361111
3675,CZU,SK,-75.2825,9.33583333
3676,EJA,SK,-73.80555556,7.02861111
3677,ELB,SK,-73.96722222,9.04527778
3678,EYP,SK,-72.42666667,5.27611111
3679,FLA,SK,-75.56944444,1.58777778
3680,GIR,SK,-74.86583333,4.19166667
3681,IBG,SK,-75.10611111,4.39777778
3682,IPI,SK,-77.67302778,0.86213889
3683,LCE,SK,-76.72193333,7.81789722
3684,LET,SK,-69.94055556,-4.195
3685,MER,SK,-77.15083333,1.78833333
3686,MGN,SK,-74.84694444,9.28722222
3687,MQU,SK,-74.92416667,5.20722222
3688,MRN,SK,-75.32388889,6.17638889
3689,MTR,SK,-75.83,8.83388889
3690,MTU,SK,-70.23666667,1.24222222
3691,MZL,SK,-75.52888889,5.05388889
3692,NVA,SK,-75.25583333,3.06194444
3693,OTU,SK,-74.70944444,7.02083333
3694,PDA,SK,-67.903925,3.85266389
3695,PEI,SK,-75.83611111,4.78166667
3696,PIE,SK,-73.09194444,6.88388889
3697,PLG,SK,-74.77555556,-0.17861111
3698,PPN,SK,-76.61416667,2.44888889
3699,PSO,SK,-77.28972222,1.39805556
3700,PTC,SK,-67.49555556,6.18138889
3701,RHC,SK,-72.9175,11.5275
3702,RNG,SK,-75.41833333,5.98055556
3703,SJE,SK,-72.64027778,2.53166667
3704,SOA,SK,-74.27305556,4.60305556
3705,SPP,SK,-81.70527778,12.5825
3706,STA,SK,-74.24055556,10.9625
3707,SVC,SK,-74.77361111,2.15722222
3708,TCO,SK,-78.74805556,1.81444444
3709,TME,SK,-71.75388889,6.45305556
3710,TOL,SK,-74.64057778,4.255875
3711,TQS,SK,-75.23361111,0.74222222
3712,UIB,SK,-76.64138889,5.69222222
3713,ULQ,SK,-76.22361111,4.09
3714,VVC,SK,-73.38222222,4.06694444
3715,VVP,SK,-73.2625,10.33777778
3716,ZIP,SK,-73.98666667,5.01805556
3717,ALC,SL,-65.14305556,-19.26777778
3718,BOR,SL,-66.73627778,-14.85219444
3719,CBA,SL,-66.17904444,-17.42125833
3720,LPZ,SL,-68.16916667,-16.50777778
3721,ORU,SL,-67.07688889,-17.97999167
3722,PAZ,SL,-68.23347222,-16.51202778
3723,PTS,SL,-65.69222222,-19.52388889
3724,RBO,SL,-59.76666667,-18.32805556
3725,SUR,SL,-65.29166667,-19.01194444
3726,TAR,SL,-64.71291667,-21.54680556
3727,TRI,SL,-64.93808333,-14.79925
3728,UNI,SL,-66.83601667,-20.45331111
3729,VIR,SL,-63.14788889,-17.62613889
3730,ZY,SM,-55.18453889,5.45048333
3731,CYR,SO,-52.36838889,4.81363889
3732,AND,SP,-73.37777778,-13.71416667
3733,ASI,SP,-76.606475,-12.76063889
3734,BES,SP,-80.38906944,-3.54440556
3735,BTE,SP,-78.52194444,-9.1475
3736,CLA,SP,-79.81913611,-6.71714722
3737,EQU,SP,-71.59715556,-16.33918056
3738,ILO,SP,-71.35062778,-17.69113333
3739,IQT,SP,-73.31777778,-3.7925
3740,JUL,SP,-70.15104722,-15.46794444
3741,LIM,SP,-77.12287778,-12.00855
3742,MLV,SP,-72.93766667,-11.85836111
3743,OAS,SP,-76.4775,-2.78944444
3744,PDO,SP,-69.22722222,-12.60833333
3745,POY,SP,-77.85972222,-6.20055556
3746,PUL,SP,-74.57231944,-8.37596111
3747,PZA,SP,-70.705,-9.76916667
3748,SCO,SP,-76.21275,-13.73855556
3749,SLS,SP,-77.56250278,-11.287625
3750,TAL,SP,-81.25244722,-4.58026111
3751,TAP,SP,-76.35111111,-6.65805556
3752,TCA,SP,-70.27632778,-18.05791389
3753,TRO,SP,-75.05083333,-3.80277778
3754,TRU,SP,-79.11246944,-8.08751667
3755,UAS,SP,-72.13363611,-16.37118889
3756,URA,SP,-80.61623056,-5.20990556
3757,URC,SP,-71.586475,-13.64936111
3758,ZCO,SP,-72.01,-13.51916667
3759,CRR,SU,-56.02513889,-34.83272222
3760,DUR,SU,-56.49605556,-33.35625
3761,LDS,SU,-55.09172222,-34.85830556
3762,MLO,SU,-54.22197222,-32.34244444
3763,STO,SU,-57.98422222,-31.43472222
3764,TMB,SU,-55.92386111,-31.75027778
3765,AGV,SV,-69.23791667,9.55208333
3766,BAL,SV,-67.5485,10.18325
3767,BNA,SV,-64.69038889,10.11244444
3768,BNS,SV,-70.22052778,8.61675
3769,BRM,SV,-69.35197222,10.04252778
3770,CBC,SV,-66.05005556,10.57355556
3771,CBL,SV,-63.53288889,8.12127778
3772,CMA,SV,-62.85755556,6.25025
3773,COR,SV,-70.06713889,10.17622222
3774,CRO,SV,-69.69397222,11.41113889
3775,CTN,SV,-71.44591667,7.51666667
3776,CUM,SV,-64.13922222,10.44480556
3777,EVG,SV,-71.67811111,8.622
3778,GNA,SV,-62.753,8.29327778
3779,LDP,SV,-61.02969722,4.69451389
3780,LFA,SV,-72.26994444,8.24183333
3781,LOR,SV,-66.18872222,11.80472222
3782,LRS,SV,-66.67125,11.94466667
3783,MAR,SV,-71.71469444,10.58136111
3784,MAU,SV,-71.04008333,10.69086111
3785,MIQ,SV,-66.98966667,10.60947222
3786,MTA,SV,-63.95511111,10.91372222
3787,MUN,SV,-63.15316667,9.74344444
3788,PAY,SV,-67.61038889,5.61613889
3789,PBL,SV,-68.07780556,10.48419444
3790,PRG,SV,-70.135,11.78147222
3791,PVA,SV,-71.82547222,7.49969444
3792,SFD,SV,-67.439,7.88275
3793,SOM,SV,-64.15775,8.94105556
3794,STB,SV,-71.94025,8.98080556
3795,STD,SV,-72.01833333,7.57
3796,TUY,SV,-66.79872222,10.29197222
3797,VAL,SV,-67.92275,10.14786111
3798,VRA,SV,-70.5585,9.42475
3799,TIM,SY,-58.2599,6.49640833
3800,ANU,TA,-61.80016667,17.12588056
3801,BGI,TB,-59.48382778,13.07505
3802,DOM,TD,-61.29555556,15.55055556
3803,FOF,TF,-61.02280556,14.59075
3804,PPR,TF,-61.54013889,16.26519444
3805,GND,TG,-61.78537222,12.00174444
3806,COY,TI,-64.700725,17.73444444
3807,STT,TI,-65.02455556,18.35581667
3808,BQN,TJ,-67.10835,18.49800278
3809,MAZ,TJ,-67.15104167,18.25645278
3810,PSE,TJ,-66.51917778,17.99244722
3811,SJU,TJ,-65.98950556,18.44628333
3812,SKB,TK,-62.72784444,17.30646389
3813,BNE,TL,-60.97705833,13.73336944
3814,ABA,TN,-69.9431,12.50567778
3815,BEA,TN,-70.020775,12.50161667
3816,PJB,TN,-68.24944444,12.13166667
3817,PJG,TN,-69.01189444,12.19706944
3818,PJM,TN,-63.11827778,18.03811667
3819,POS,TT,-61.39236111,10.46638889
3820,CAI,TV,-61.33924167,12.69622778
3821,SV,TV,-61.22616667,13.14063333
3822,BDA,TX,-64.68957222,32.36438611
3823,AGZ,UA,80.44972222,47.93111111
3824,AKB,UA,57.18188889,50.26341667
3825,AKT,UA,51.10066667,43.85869444
3826,ARK,UA,67.02194444,50.31805556
3827,AST,UA,71.43344444,51.00155556
3828,ATA,UA,77.08411111,43.37652778
3829,ATR,UA,51.8015,47.14394444
3830,BLH,UA,74.98083333,46.8815
3831,DZG,UA,67.75825,47.71963889
3832,JRK,UA,79.95529722,44.22884167
3833,KRG,UA,73.36263889,49.68661111
3834,KST,UA,63.56263889,53.18694444
3835,KTU,UA,69.61697222,53.35075
3836,KZO,UA,65.59711111,44.70494444
3837,NKZ,UA,62.1275,45.83111111
3838,PSK,UA,69.21908333,54.78413889
3839,PVL,UA,77.09502778,52.20961111
3840,SMK,UA,69.504,42.35891667
3841,TDK,UA,78.42988889,45.10619444
3842,TRZ,UA,71.28169444,42.87055556
3843,UKM,UA,82.50855556,50.03294444
3844,URL,UA,51.54377778,51.14866667
3845,BAK,UB,50.06397222,40.42077778
3846,GND,UB,46.2955,40.75352778
3847,NAX,UB,45.44094444,39.20163889
3848,QBL,UB,47.71827778,40.83238889
3849,ILK,UC,76.67212222,42.57895556
3850,MNS,UC,74.52090833,43.06692222
3851,OSH,UC,72.80205,40.60616944
3852,GRM,UD,43.84725,40.72941667
3853,ZVR,UD,44.33808333,40.14697222
3854,DEM,UE,114.02055556,62.54083333
3855,NRG,UE,124.8975,56.91222222
3856,PLR,UE,112.02705556,66.40836111
3857,RKN,UE,161.33722222,68.74027778
3858,UTS,UE,129.78475,62.09252778
3859,BTM,UG,41.60166667,41.60638889
3860,GUD,UG,44.49611111,42.49166667
3861,KTS,UG,42.48480556,42.17572222
3862,PTI,UG,41.69722222,42.16166667
3863,TBS,UG,44.94688889,41.67047222
3864,TSN,UG,46.01555556,41.62944444
3865,BLG,UH,127.42644444,50.39333333
3866,HAB,UH,135.21036111,48.54508333
3867,KN,UH,132.11838889,43.38422222
3868,NA,UH,140.68813889,53.15233333
3869,PKK,UH,158.43497222,53.19475
3870,PTR,UH,147.98066667,45.24755556
3871,WDT,UH,132.175,43.40852778
3872,YS,UH,142.71611111,46.86361111
3873,BDB,UI,114.23222222,57.87388889
3874,BRT,UI,101.68577778,56.37208333
3875,IKT,UI,104.42811111,52.25819444
3876,KRN,UI,108.0675,57.77194444
3877,KTN,UI,113.30797222,52.02438889
3878,TRN,UI,111.04547222,59.85447222
3879,BAH,UK,32.88666667,51.065
3880,BRP,UK,30.90097222,50.28569444
3881,DNP,UK,35.10305556,48.35983333
3882,DON,UK,37.68277778,48.07472222
3883,IVF,UK,24.69138889,48.88416667
3884,KHR,UK,36.29044444,49.92891667
3885,KSN,UK,30.97780556,50.94597222
3886,KVH,UK,32.29191667,48.54458333
3887,KVR,UK,33.21213889,48.051
3888,LIV,UK,23.95138889,49.81194444
3889,ODS,UK,30.67083333,46.43027778
3890,RVN,UK,26.14525,50.60886111
3891,SLV,UK,29.57013889,50.18680556
3892,SMF,UK,33.97972222,45.05166667
3893,STB,UK,31.07677778,49.40519444
3894,TER,UK,25.69838889,49.52288889
3895,VIN,UK,28.62091667,49.23988889
3896,YHT,UK,31.79452778,50.26511111
3897,BLZ,UL,37.75527778,60.01722222
3898,KTL,UL,46.71305556,61.23833333
3899,LKN,UL,45.72611111,64.8925
3900,NRM,UL,53.11088889,67.63805556
3901,SPB,UL,30.27469444,59.80697222
3902,WKL,UL,30.60666667,56.37944444
3903,BRT,UM,23.88769444,52.10936111
3904,GLB,UM,27.66916667,55.15083333
3905,GOL,UM,30.99719444,52.5335
3906,GRD,UM,24.05594444,53.60763889
3907,KRD,UM,20.59961111,54.89327778
3908,MGL,UM,30.09558333,53.95280556
3909,MNS,UM,28.02063889,53.88444444
3910,PNK,UM,26.13,52.15361111
3911,VTB,UM,30.35994444,55.12788889
3912,ABK,UN,91.38555556,53.74472222
3913,BAN,UN,83.57880556,53.373
3914,ENS,UN,92.12,58.4675
3915,HTG,UN,102.49263889,71.96955556
3916,IGR,UN,86.63611111,67.43055556
3917,KRS,UN,92.53616667,56.163
3918,KZL,UN,94.20944444,51.59361111
3919,NOR,UN,87.30327778,69.30286111
3920,NSK,UN,82.63922222,55.01375
3921,PTG,UN,90.01333333,61.59888889
3922,THN,UN,87.93527778,65.8
3923,ADL,UR,39.96211111,43.45447222
3924,AGO,UR,39.025,44.13888889
3925,AST,UR,48.00916667,46.28111111
3926,ELI,UR,44.35494444,46.37194444
3927,GNV,UR,38.01213889,44.57252778
3928,KND,UR,39.16405556,45.02091667
3929,LAZ,UR,39.33694444,43.90916667
3930,MKL,UR,47.64544444,42.82119444
3931,MNW,UR,43.05355556,44.23961111
3932,MOR,UR,41.80027778,48.34166667
3933,RND,UR,39.81330556,47.25208333
3934,ROS,UR,39.93355556,47.50088889
3935,WGD,UR,44.3435,48.78075
3936,EKB,US,60.79702778,56.74319444
3937,HMN,US,69.12705556,61.033
3938,LBN,US,61.51769444,55.30694444
3939,MGR,US,58.75758333,53.40427778
3940,MNO,US,71.97925,71.20591667
3941,NJC,US,76.46777778,60.94397222
3942,PER,US,56.02833333,57.92069444
3943,SH,US,66.60763889,66.58838889
3944,URT,US,65.33011111,57.18372222
3945,ASB,UT,58.33563889,38.00316667
3946,DNB,UT,68.81166667,38.54166667
3947,KRS,UT,53,40.085
3948,LBA,UT,63.61166667,39.09
3949,MNK,UT,59.02833333,43.75333333
3950,NMA,UT,71.56058333,40.98194444
3951,NVI,UT,65.17641667,40.11483333
3952,SKD,UT,66.97263611,39.70373889
3953,TKT,UT,69.25361111,41.25447222
3954,TMD,UT,64.61652778,41.75972222
